Category,Country,off_country_id,country code,category_exists_in_taxonomy,Is_needed_a_recipe ? Mano,Hunger Games link,code,Scan & photo a new one,Contributor name
en:durum-wheat-pasta,Italy,en:italy,it,1,Yes,Categorize existing one,8004690611517,To do,
en:white-hams,Italy,en:italy,it,1,Yes,Categorize existing one,8007141516836,To do,
en:hams,Italy,en:italy,it,1,Yes,Categorize existing one,8007141516836,To do,
en:sausages,Italy,en:italy,it,1,Yes,Categorize existing one,8008110002015,To do,
en:grana-padano,Italy,en:italy,it,1,Maybe,Categorize existing one,8004673110112,To do,
en:parmigiano-reggiano,Italy,en:italy,it,1,Maybe,Categorize existing one,8017596017468,To do,
en:pecorino-romano,Italy,en:italy,it,1,Maybe,Categorize existing one,8002004066145,To do,
en:mozzarella,Italy,en:italy,it,1,Maybe,Categorize existing one,8000430135329,To do,
en:ice-creams,Italy,en:italy,it,1,Yes,Categorize existing one,8711327591370,To do,
en:flavoured-yogurts,Italy,en:italy,it,1,Yes,Categorize existing one,4025500275068,To do,
en:plain-cow-milk-yogurts,Italy,en:italy,it,1,Maybe,Categorize existing one,,To do,
en:yeast,Italy,en:italy,it,1,Yes,Categorize existing one,8003000362705,To do,
en:baker-s-yeast-compressed,Italy,en:italy,it,1,Yes,Categorize existing one,8002330004651,To do,
en:baker-s-yeast,Italy,en:italy,it,1,Yes,Categorize existing one,8003170037526,To do,
en:oat-based-drinks,Italy,en:italy,it,1,Yes,Categorize existing one,5411188124689,To do,
en:rice-based-drinks,Italy,en:italy,it,1,Yes,Categorize existing one,8002670500516,To do,
en:soy-based-drinks,Italy,en:italy,it,1,Yes,Categorize existing one,5411188115496,To do,
en:wine-vinegars,Italy,en:italy,it,1,Yes,Categorize existing one,8017596014962,To do,
en:dark-chocolates-with-sweeteners,Italy,en:italy,it,1,Yes,Categorize existing one,80135944,To do,
en:chewing-gum,Italy,en:italy,it,1,Yes,Categorize existing one,80818793,To do,
en:hard-candies,Italy,en:italy,it,1,Yes,Categorize existing one,80969990,To do,
en:canned-tomatoes,Italy,en:italy,it,1,Yes,Categorize existing one,8005110172106,To do,
en:colas,Italy,en:italy,it,1,Yes,Categorize existing one,5000112557664,To do,
en:diet-cola-soft-drink,Italy,en:italy,it,1,Yes,Categorize existing one,5000112556247,To do,
