Category,Country,off_country_id,country code,category_exists_in_taxonomy,Is_needed_a_recipe ? Mano,Hunger Games link,code,Scan & photo a new one,Contributor name
en:breads,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,3228857000166,To do,
en:Pains multicéréales,Luxembourg,en:luxembourg,lu,0,Yes,Categorize existing one,,To do,
en:cooked-pizza-base,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,,To do,
en:breads,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,3228857000166,To do,
en:wholemeal-breads,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,3228857000166,To do,
en:wholemeal-sliced-breads,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,3228857000166,To do,
en:whole-wheat-english-muffins,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,,To do,
en:wholemeal-rolls-for-hamburger,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,,To do,
en:wholemeal-hot-dog-buns,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,,To do,
en:wheat-wholemeal-swedish-toast,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,,To do,
en:wheat-breads,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,27079065,To do,
en:breads,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,3228857000166,To do,
en:cereal-flakes,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,5050083296079,To do,
en:puffed-cereals,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,4104420018709,To do,
en:chocolate-biscuits,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,3229820100234,To do,
en:brioches,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,,To do,
en:chocolate-cakes,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,5400141447590,To do,
en:fruit-tarts,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,,To do,
en:shortcrust-pastry,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,,To do,
en:sponge-cakes,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,,To do,
en:wafers,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,5410041014600,To do,
en:waffles,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,5410041014600,To do,
en:dry-pastas,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,8076802085981,To do,
en:canned-common-beans,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,3760324840474,To do,
en:bacon,Luxembourg,en:luxembourg,lu,1,Maybe,Categorize existing one,5400101083554,To do,
en:hams,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,5400141994407,To do,
en:chipolatas,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,,To do,
en:salami,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,5400112510803,To do,
en:emmentaler,Luxembourg,en:luxembourg,lu,1,Maybe,Categorize existing one,5400141440522,To do,
en:gouda,Luxembourg,en:luxembourg,lu,1,Maybe,Categorize existing one,5450168564039,To do,
en:firm-cheese-around-27-fat-maasdam-type-cheese,Luxembourg,en:luxembourg,lu,1,Maybe,Categorize existing one,,To do,
en:mozzarella,Luxembourg,en:luxembourg,lu,1,Maybe,Categorize existing one,8000430137019,To do,
en:processed-cheeses,Luxembourg,en:luxembourg,lu,1,Maybe,Categorize existing one,5450168562370,To do,
en:quarks,Luxembourg,en:luxembourg,lu,1,Maybe,Categorize existing one,5450168561144,To do,
en:ice-creams,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,8901262175852,To do,
en:creamy-puddings,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,3033490306090,To do,
en:flavoured-yogurts,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,5450168544277,To do,
en:plain-cow-milk-yogurts,Luxembourg,en:luxembourg,lu,1,Maybe,Categorize existing one,,To do,
en:flavoured-milks,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,5450168551800,To do,
en:multivitamin-and-mineral-supplements,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,,To do,
en:soy-based-drinks,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,5411188115496,To do,
en:soy-milk-yogurts,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,5411188125808,To do,
en:mayonnaises,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,5450068095046,To do,
en:mustards,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,8720182556738,To do,
en:mustard-sauces,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,5450068080165,To do,
en:salad-dressings,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,5430004044017,To do,
en:ketchup,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,87157215,To do,
en:tomato-sauces,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,87157215,To do,
en:bouillon-cubes,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,,To do,
en:chocolate-spreads,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,3608580121244,To do,
en:pickled-cucumbers,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,40081410,To do,
en:pickles,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,40081410,To do,
en:pickled-gherkins,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,40081410,To do,
en:pickled-gherkins,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,40081410,To do,
en:canned-tomatoes,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,3760324840191,To do,
en:tomato-pastes,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,3760324840733,To do,
en:colas,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,5000112638745,To do,
en:diet-cola-soft-drink,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,5000112638745,To do,
en:diet-beverages,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,5000112638745,To do,
en:energy-drinks,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,90162909,To do,
en:carbonated-fruit-soft-drink,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,5425032063420,To do,
en:beverages-with-orange,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,,To do,
en:carbonated-soft-drinks-without-fruit-juice,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,4260310551104,To do,
en:lemon-soft-drinks,Luxembourg,en:luxembourg,lu,1,Yes,Categorize existing one,3124480002129,To do,
